date,item_name,item_type,item_price,quantity,transaction_amount,transaction_type,received_by,time_of_sale,item_name_index,item_type_index,transaction_type_index,received_by_index,time_of_sale_index
6/13/2022,Sandwich,Fastfood,60,13,439,Online,Mr.,Midnight,6.0,0.0,1.0,0.0,0.0
5/14/2022,Sugarcane juice,Fastfood,20,1,52,Online,Mrs.,Night,1.0,0.0,1.0,1.0,1.0
2/22/2023,Sandwich,Fastfood,50,13,612,Online,Mr.,Afternoon,6.0,0.0,1.0,0.0,2.0
8/31/2022,Vadapav,Fastfood,20,15,624,Online,Mr.,Afternoon,5.0,0.0,1.0,0.0,2.0
11-05-2022,Frankie,Fastfood,60,9,419,Cash,Mrs.,Evening,4.0,0.0,0.0,1.0,3.0
12/28/2022,Sugarcane juice,Fastfood,50,5,224,Cash,Mrs.,Afternoon,1.0,0.0,0.0,1.0,2.0
8/31/2022,Cold coffee,Beverages,40,12,686,Cash,Mrs.,Evening,0.0,1.0,0.0,1.0,3.0
06-10-2022,Frankie,Fastfood,20,12,343,Online,Mr.,Night,4.0,0.0,1.0,0.0,1.0
12/30/2022,Aalopuri,Beverages,20,4,52,Online,Mr.,Midnight,3.0,1.0,1.0,0.0,0.0
04-07-2022,Sugarcane juice,Fastfood,20,6,268,Online,Mrs.,Morning,1.0,0.0,1.0,1.0,4.0
10-05-2022,Cold coffee,Beverages,40,5,206,Online,Mrs.,Morning,0.0,1.0,1.0,1.0,4.0
4/21/2022,Sandwich,Fastfood,50,6,240,Cash,Mr.,Evening,6.0,0.0,0.0,0.0,3.0
1/21/2023,Vadapav,Fastfood,25,11,608,Cash,Mr.,Afternoon,5.0,0.0,0.0,0.0,2.0
4/25/2022,Vadapav,Fastfood,20,5,100,Cash,Mr.,Morning,5.0,0.0,0.0,0.0,4.0
10-09-2022,Aalopuri,Fastfood,20,13,338,Online,Mrs.,Night,3.0,0.0,1.0,1.0,1.0
01-06-2023,Vadapav,Fastfood,20,6,93,Online,Mrs.,Afternoon,5.0,0.0,1.0,1.0,2.0
04-11-2022,Frankie,Beverages,25,2,40,Cash,Mr.,Morning,4.0,1.0,0.0,0.0,4.0
6/30/2022,Vadapav,Fastfood,20,11,172,Cash,Mr.,Evening,5.0,0.0,0.0,0.0,3.0
5/26/2022,Sandwich,Fastfood,40,10,204,Online,Mrs.,Night,6.0,0.0,1.0,1.0,1.0
3/17/2023,Panipuri,Fastfood,25,13,486,Cash,Mrs.,Evening,2.0,0.0,0.0,1.0,3.0
10/22/2022,Sandwich,Beverages,60,1,92,Cash,Mr.,Morning,6.0,1.0,0.0,0.0,4.0
3/16/2023,Sugarcane juice,Fastfood,50,7,288,Cash,Mrs.,Afternoon,1.0,0.0,0.0,1.0,2.0
12-01-2022,Panipuri,Fastfood,25,12,457,Cash,Mr.,Evening,2.0,0.0,0.0,0.0,3.0
09-11-2022,Aalopuri,Fastfood,20,10,140,Cash,Mrs.,Midnight,3.0,0.0,0.0,1.0,0.0
06-08-2022,Cold coffee,Fastfood,60,1,118,Cash,Mrs.,Afternoon,0.0,0.0,0.0,1.0,2.0
12/19/2022,Frankie,Beverages,60,9,413,Cash,Mr.,Morning,4.0,1.0,0.0,0.0,4.0
07-04-2022,Cold coffee,Fastfood,60,12,551,Cash,Mrs.,Afternoon,0.0,0.0,0.0,1.0,2.0
1/13/2023,Cold coffee,Beverages,60,8,442,Cash,Mr.,Afternoon,0.0,1.0,0.0,0.0,2.0
03-02-2023,Vadapav,Beverages,20,7,154,Cash,Mr.,Night,5.0,1.0,0.0,0.0,1.0
11-06-2022,Cold coffee,Fastfood,40,12,508,Cash,Mr.,Night,0.0,0.0,0.0,0.0,1.0
10-05-2022,Sugarcane juice,Fastfood,25,13,380,Online,Mr.,Evening,1.0,0.0,1.0,0.0,3.0
09-12-2022,Sugarcane juice,Beverages,25,15,375,Cash,Mrs.,Midnight,1.0,1.0,0.0,1.0,0.0
8/20/2022,Aalopuri,Fastfood,20,3,81,Online,Mrs.,Midnight,3.0,0.0,1.0,1.0,0.0
6/26/2022,Panipuri,Fastfood,20,12,414,Online,Mrs.,Evening,2.0,0.0,1.0,1.0,3.0
3/18/2023,Sandwich,Fastfood,25,4,121,Cash,Mr.,Midnight,6.0,0.0,0.0,0.0,0.0
05-04-2022,Frankie,Fastfood,20,7,562,Cash,Mrs.,Afternoon,4.0,0.0,0.0,1.0,2.0
8/26/2022,Sugarcane juice,Fastfood,20,4,98,Cash,Mrs.,Afternoon,1.0,0.0,0.0,1.0,2.0
07-01-2022,Sandwich,Fastfood,50,14,307,Cash,Mrs.,Afternoon,6.0,0.0,0.0,1.0,2.0
10/31/2022,Vadapav,Fastfood,20,15,463,Cash,Mrs.,Midnight,5.0,0.0,0.0,1.0,0.0
3/17/2023,Sugarcane juice,Fastfood,20,2,91,Online,Mrs.,Afternoon,1.0,0.0,1.0,1.0,2.0
11/27/2022,Frankie,Fastfood,25,14,776,Cash,Mrs.,Afternoon,4.0,0.0,0.0,1.0,2.0
09-07-2022,Sandwich,Fastfood,40,12,644,Online,Mr.,Evening,6.0,0.0,1.0,0.0,3.0
5/20/2022,Cold coffee,Beverages,25,5,212,Cash,Mrs.,Evening,0.0,1.0,0.0,1.0,3.0
12-12-2022,Sugarcane juice,Fastfood,20,6,215,Online,Mr.,Midnight,1.0,0.0,1.0,0.0,0.0
1/27/2023,Frankie,Fastfood,25,13,355,Cash,Mrs.,Afternoon,4.0,0.0,0.0,1.0,2.0
05-09-2022,Aalopuri,Fastfood,20,9,277,Cash,Mr.,Evening,3.0,0.0,0.0,0.0,3.0
5/23/2022,Panipuri,Fastfood,20,15,782,Cash,Mrs.,Midnight,2.0,0.0,0.0,1.0,0.0
7/16/2022,Aalopuri,Fastfood,20,10,44,Cash,Mrs.,Midnight,3.0,0.0,0.0,1.0,0.0
08-05-2022,Vadapav,Fastfood,20,3,105,Online,Mr.,Afternoon,5.0,0.0,1.0,0.0,2.0
2/26/2023,Cold coffee,Beverages,40,1,27,Online,Mrs.,Night,0.0,1.0,1.0,1.0,1.0
11-01-2022,Cold coffee,Fastfood,40,4,99,Cash,Mr.,Night,0.0,0.0,0.0,0.0,1.0
8/31/2022,Aalopuri,Fastfood,20,3,29,Online,Mrs.,Evening,3.0,0.0,1.0,1.0,3.0
03-04-2023,Vadapav,Fastfood,20,10,276,Cash,Mrs.,Morning,5.0,0.0,0.0,1.0,4.0
10/20/2022,Vadapav,Beverages,20,10,201,Online,Mr.,Afternoon,5.0,1.0,1.0,0.0,2.0
10/16/2022,Panipuri,Fastfood,20,11,220,Cash,Mrs.,Morning,2.0,0.0,0.0,1.0,4.0
2/24/2023,Cold coffee,Beverages,40,6,491,Cash,Mr.,Evening,0.0,1.0,0.0,0.0,3.0
9/22/2022,Frankie,Fastfood,25,5,217,Cash,Mrs.,Evening,4.0,0.0,0.0,1.0,3.0
11-06-2022,Aalopuri,Fastfood,20,2,29,Cash,Mrs.,Afternoon,3.0,0.0,0.0,1.0,2.0
4/28/2022,Frankie,Fastfood,50,7,239,Cash,Mr.,Midnight,4.0,0.0,0.0,0.0,0.0
3/17/2023,Sugarcane juice,Fastfood,20,12,124,Cash,Mr.,Night,1.0,0.0,0.0,0.0,1.0
4/25/2022,Frankie,Fastfood,20,3,169,Online,Mrs.,Midnight,4.0,0.0,1.0,1.0,0.0
03-01-2023,Frankie,Fastfood,20,11,226,Cash,Mr.,Evening,4.0,0.0,0.0,0.0,3.0
5/21/2022,Aalopuri,Fastfood,20,9,179,Online,Mrs.,Evening,3.0,0.0,1.0,1.0,3.0
3/26/2023,Sugarcane juice,Fastfood,20,2,215,Cash,Mrs.,Midnight,1.0,0.0,0.0,1.0,0.0
4/20/2022,Sandwich,Fastfood,50,3,36,Cash,Mr.,Evening,6.0,0.0,0.0,0.0,3.0
1/31/2023,Sugarcane juice,Beverages,60,2,93,Cash,Mrs.,Evening,1.0,1.0,0.0,1.0,3.0
11-12-2022,Cold coffee,Beverages,50,14,313,Cash,Mrs.,Morning,0.0,1.0,0.0,1.0,4.0
8/21/2022,Vadapav,Fastfood,60,14,467,Cash,Mr.,Afternoon,5.0,0.0,0.0,0.0,2.0
8/28/2022,Vadapav,Fastfood,20,4,131,Cash,Mrs.,Evening,5.0,0.0,0.0,1.0,3.0
8/30/2022,Aalopuri,Fastfood,20,1,37,Cash,Mrs.,Morning,3.0,0.0,0.0,1.0,4.0
4/23/2022,Panipuri,Beverages,25,14,414,Cash,Mrs.,Afternoon,2.0,1.0,0.0,1.0,2.0
8/27/2022,Sugarcane juice,Fastfood,20,8,404,Online,Mrs.,Evening,1.0,0.0,1.0,1.0,3.0
4/23/2022,Aalopuri,Fastfood,20,7,63,Online,Mr.,Morning,3.0,0.0,1.0,0.0,4.0
08-10-2022,Aalopuri,Fastfood,20,3,109,Online,Mrs.,Evening,3.0,0.0,1.0,1.0,3.0
4/30/2022,Sugarcane juice,Fastfood,20,7,143,Cash,Mr.,Midnight,1.0,0.0,0.0,0.0,0.0
02-05-2023,Sandwich,Fastfood,25,15,739,Online,Mrs.,Evening,6.0,0.0,1.0,1.0,3.0
03-08-2023,Frankie,Fastfood,20,4,39,Cash,Mrs.,Afternoon,4.0,0.0,0.0,1.0,2.0
11-11-2022,Panipuri,Fastfood,50,2,350,Online,Mr.,Midnight,2.0,0.0,1.0,0.0,0.0
5/13/2022,Cold coffee,Beverages,40,4,345,Online,Mr.,Afternoon,0.0,1.0,1.0,0.0,2.0
8/14/2022,Cold coffee,Beverages,50,8,83,Cash,Mrs.,Night,0.0,1.0,0.0,1.0,1.0
11/14/2022,Cold coffee,Beverages,40,10,437,Cash,Mrs.,Afternoon,0.0,1.0,0.0,1.0,2.0
07-02-2022,Sugarcane juice,Fastfood,25,4,145,Cash,Mr.,Afternoon,1.0,0.0,0.0,0.0,2.0
2/13/2023,Panipuri,Fastfood,60,6,112,Cash,Mrs.,Midnight,2.0,0.0,0.0,1.0,0.0
09-04-2022,Aalopuri,Fastfood,20,7,156,Cash,Mr.,Night,3.0,0.0,0.0,0.0,1.0
10-05-2022,Frankie,Beverages,50,5,157,Online,Mr.,Midnight,4.0,1.0,1.0,0.0,0.0
3/16/2023,Sugarcane juice,Beverages,60,4,110,Online,Mrs.,Midnight,1.0,1.0,1.0,1.0,0.0
5/16/2022,Sugarcane juice,Fastfood,20,15,654,Cash,Mr.,Morning,1.0,0.0,0.0,0.0,4.0
10/18/2022,Sandwich,Fastfood,40,7,670,Cash,Mr.,Midnight,6.0,0.0,0.0,0.0,0.0
07-10-2022,Panipuri,Fastfood,25,5,130,Online,Mr.,Night,2.0,0.0,1.0,0.0,1.0
4/26/2022,Aalopuri,Fastfood,25,3,111,Cash,Mrs.,Night,3.0,0.0,0.0,1.0,1.0
01-11-2023,Sugarcane juice,Beverages,25,11,275,Cash,Mr.,Morning,1.0,1.0,0.0,0.0,4.0
9/18/2022,Cold coffee,Beverages,40,12,381,Cash,Mr.,Afternoon,0.0,1.0,0.0,0.0,2.0
12-07-2022,Aalopuri,Fastfood,20,12,259,Cash,Mrs.,Midnight,3.0,0.0,0.0,1.0,0.0
03-02-2023,Aalopuri,Fastfood,20,9,97,Cash,Mrs.,Morning,3.0,0.0,0.0,1.0,4.0
09-12-2022,Vadapav,Fastfood,20,4,44,Cash,Mr.,Night,5.0,0.0,0.0,0.0,1.0
12-08-2022,Cold coffee,Beverages,50,15,543,Cash,Mrs.,Evening,0.0,1.0,0.0,1.0,3.0
11/28/2022,Sandwich,Fastfood,60,11,471,Online,Mr.,Night,6.0,0.0,1.0,0.0,1.0
06-06-2022,Cold coffee,Fastfood,50,9,426,Cash,Mrs.,Night,0.0,0.0,0.0,1.0,1.0
8/14/2022,Frankie,Beverages,25,10,165,Online,Mr.,Evening,4.0,1.0,1.0,0.0,3.0
3/20/2023,Vadapav,Fastfood,20,15,734,Cash,Mr.,Afternoon,5.0,0.0,0.0,0.0,2.0
04-04-2022,Cold coffee,Fastfood,25,15,788,Online,Mr.,Night,0.0,0.0,1.0,0.0,1.0
1/20/2023,Aalopuri,Fastfood,20,7,97,Cash,Mr.,Night,3.0,0.0,0.0,0.0,1.0
05-12-2022,Sandwich,Fastfood,60,4,183,Cash,Mr.,Midnight,6.0,0.0,0.0,0.0,0.0
03-09-2023,Frankie,Fastfood,50,7,350,Online,Mrs.,Evening,4.0,0.0,1.0,1.0,3.0
7/16/2022,Aalopuri,Fastfood,20,8,128,Cash,Mr.,Midnight,3.0,0.0,0.0,0.0,0.0
7/31/2022,Sugarcane juice,Fastfood,25,9,240,Cash,Mr.,Morning,1.0,0.0,0.0,0.0,4.0
5/13/2022,Panipuri,Fastfood,40,11,615,Cash,Mr.,Night,2.0,0.0,0.0,0.0,1.0
5/14/2022,Sandwich,Beverages,20,2,124,Online,Mr.,Morning,6.0,1.0,1.0,0.0,4.0
5/26/2022,Aalopuri,Fastfood,20,7,75,Online,Mr.,Afternoon,3.0,0.0,1.0,0.0,2.0
12/17/2022,Panipuri,Beverages,25,11,224,Online,Mrs.,Evening,2.0,1.0,1.0,1.0,3.0
03-04-2023,Panipuri,Beverages,50,11,375,Online,Mrs.,Morning,2.0,1.0,1.0,1.0,4.0
02-01-2023,Frankie,Fastfood,60,8,252,Online,Mr.,Evening,4.0,0.0,1.0,0.0,3.0
05-08-2022,Sandwich,Fastfood,50,7,261,Online,Mrs.,Afternoon,6.0,0.0,1.0,1.0,2.0
05-08-2022,Sugarcane juice,Fastfood,20,9,179,Online,Mr.,Midnight,1.0,0.0,1.0,0.0,0.0
1/30/2023,Cold coffee,Beverages,60,13,689,Online,Mr.,Afternoon,0.0,1.0,1.0,0.0,2.0
5/24/2022,Cold coffee,Fastfood,60,14,432,Online,Mr.,Midnight,0.0,0.0,1.0,0.0,0.0
10/18/2022,Sandwich,Fastfood,50,6,467,Cash,Mrs.,Morning,6.0,0.0,0.0,1.0,4.0
7/27/2022,Cold coffee,Beverages,60,10,689,Online,Mr.,Evening,0.0,1.0,1.0,0.0,3.0
10/21/2022,Frankie,Beverages,40,12,459,Cash,Mr.,Evening,4.0,1.0,0.0,0.0,3.0
10/30/2022,Sandwich,Beverages,60,2,87,Online,Mr.,Afternoon,6.0,1.0,1.0,0.0,2.0
5/26/2022,Aalopuri,Fastfood,20,9,274,Cash,Mrs.,Midnight,3.0,0.0,0.0,1.0,0.0
05-09-2022,Vadapav,Fastfood,20,15,300,Cash,Mrs.,Midnight,5.0,0.0,0.0,1.0,0.0
12/13/2022,Sandwich,Fastfood,20,12,566,Cash,Mr.,Morning,6.0,0.0,0.0,0.0,4.0
7/18/2022,Frankie,Beverages,50,2,156,Online,Mrs.,Evening,4.0,1.0,1.0,1.0,3.0
1/14/2023,Cold coffee,Beverages,20,2,35,Cash,Mrs.,Night,0.0,1.0,0.0,1.0,1.0
2/23/2023,Sugarcane juice,Fastfood,20,7,39,Online,Mrs.,Night,1.0,0.0,1.0,1.0,1.0
7/27/2022,Sandwich,Beverages,40,13,592,Online,Mrs.,Afternoon,6.0,1.0,1.0,1.0,2.0
02-07-2023,Vadapav,Fastfood,20,12,529,Cash,Mr.,Morning,5.0,0.0,0.0,0.0,4.0
7/19/2022,Aalopuri,Fastfood,20,2,76,Online,Mr.,Midnight,3.0,0.0,1.0,0.0,0.0
02-07-2023,Panipuri,Fastfood,20,2,65,Cash,Mr.,Night,2.0,0.0,0.0,0.0,1.0
05-03-2022,Vadapav,Fastfood,20,9,177,Cash,Mrs.,Evening,5.0,0.0,0.0,1.0,3.0
04-12-2022,Frankie,Beverages,60,4,109,Cash,Mrs.,Morning,4.0,1.0,0.0,1.0,4.0
5/21/2022,Frankie,Beverages,50,5,168,Online,Mr.,Night,4.0,1.0,1.0,0.0,1.0
8/31/2022,Aalopuri,Fastfood,20,9,103,Online,Mrs.,Afternoon,3.0,0.0,1.0,1.0,2.0
11/15/2022,Cold coffee,Fastfood,50,3,167,Online,Mrs.,Night,0.0,0.0,1.0,1.0,1.0
07-11-2022,Aalopuri,Beverages,20,9,165,Cash,Mrs.,Morning,3.0,1.0,0.0,1.0,4.0
05-12-2022,Panipuri,Fastfood,20,3,246,Online,Mr.,Evening,2.0,0.0,1.0,0.0,3.0
2/24/2023,Sandwich,Beverages,60,10,128,Cash,Mrs.,Afternoon,6.0,1.0,0.0,1.0,2.0
5/22/2022,Cold coffee,Beverages,40,8,333,Cash,Mrs.,Morning,0.0,1.0,0.0,1.0,4.0
10/23/2022,Cold coffee,Fastfood,60,9,355,Online,Mr.,Midnight,0.0,0.0,1.0,0.0,0.0
2/17/2023,Sandwich,Fastfood,60,9,580,Cash,Mr.,Morning,6.0,0.0,0.0,0.0,4.0
7/31/2022,Frankie,Beverages,20,6,167,Cash,Mrs.,Night,4.0,1.0,0.0,1.0,1.0
10/27/2022,Panipuri,Fastfood,20,7,135,Cash,Mrs.,Afternoon,2.0,0.0,0.0,1.0,2.0
12-05-2022,Sugarcane juice,Beverages,20,5,33,Online,Mrs.,Midnight,1.0,1.0,1.0,1.0,0.0
11/28/2022,Panipuri,Fastfood,25,10,157,Online,Mr.,Midnight,2.0,0.0,1.0,0.0,0.0
01-02-2023,Sandwich,Beverages,25,12,278,Online,Mr.,Night,6.0,1.0,1.0,0.0,1.0
9/18/2022,Sugarcane juice,Fastfood,50,5,282,Cash,Mr.,Afternoon,1.0,0.0,0.0,0.0,2.0
10-11-2022,Panipuri,Beverages,50,11,188,Online,Mrs.,Afternoon,2.0,1.0,1.0,1.0,2.0
08-05-2022,Aalopuri,Fastfood,20,2,68,Online,Mrs.,Afternoon,3.0,0.0,1.0,1.0,2.0
05-09-2022,Vadapav,Beverages,25,7,108,Cash,Mr.,Morning,5.0,1.0,0.0,0.0,4.0
4/21/2022,Sugarcane juice,Beverages,25,9,225,Online,Mrs.,Midnight,1.0,1.0,1.0,1.0,0.0
07-04-2022,Frankie,Beverages,50,13,325,Online,Mr.,Afternoon,4.0,1.0,1.0,0.0,2.0
4/17/2022,Frankie,Beverages,25,5,286,Online,Mr.,Evening,4.0,1.0,1.0,0.0,3.0
12/13/2022,Sandwich,Beverages,40,10,265,Cash,Mrs.,Night,6.0,1.0,0.0,1.0,1.0
1/22/2023,Sandwich,Beverages,40,15,736,Online,Mrs.,Evening,6.0,1.0,1.0,1.0,3.0
1/31/2023,Aalopuri,Beverages,20,14,323,Cash,Mr.,Afternoon,3.0,1.0,0.0,0.0,2.0
02-11-2023,Aalopuri,Fastfood,20,7,179,Online,Mr.,Night,3.0,0.0,1.0,0.0,1.0
03-02-2023,Sandwich,Fastfood,40,11,331,Cash,Mr.,Afternoon,6.0,0.0,0.0,0.0,2.0
9/21/2022,Aalopuri,Fastfood,20,9,180,Cash,Mr.,Afternoon,3.0,0.0,0.0,0.0,2.0
12/28/2022,Sugarcane juice,Fastfood,20,10,178,Cash,Mr.,Night,1.0,0.0,0.0,0.0,1.0
12-10-2022,Aalopuri,Fastfood,20,13,472,Cash,Mr.,Morning,3.0,0.0,0.0,0.0,4.0
12-04-2022,Aalopuri,Beverages,20,8,125,Cash,Mr.,Night,3.0,1.0,0.0,0.0,1.0
3/15/2023,Vadapav,Beverages,20,11,260,Online,Mr.,Morning,5.0,1.0,1.0,0.0,4.0
6/25/2022,Sandwich,Fastfood,40,12,691,Cash,Mr.,Night,6.0,0.0,0.0,0.0,1.0
08-01-2022,Cold coffee,Beverages,40,14,406,Cash,Mr.,Evening,0.0,1.0,0.0,0.0,3.0
12/25/2022,Aalopuri,Fastfood,20,15,353,Online,Mr.,Afternoon,3.0,0.0,1.0,0.0,2.0
10/17/2022,Aalopuri,Fastfood,20,11,220,Online,Mr.,Morning,3.0,0.0,1.0,0.0,4.0
07-06-2022,Sugarcane juice,Fastfood,25,14,544,Cash,Mr.,Afternoon,1.0,0.0,0.0,0.0,2.0
3/25/2023,Sandwich,Fastfood,40,11,321,Cash,Mr.,Morning,6.0,0.0,0.0,0.0,4.0
04-10-2022,Panipuri,Fastfood,20,3,58,Cash,Mrs.,Evening,2.0,0.0,0.0,1.0,3.0
8/14/2022,Aalopuri,Fastfood,20,10,200,Online,Mr.,Afternoon,3.0,0.0,1.0,0.0,2.0
4/17/2022,Vadapav,Fastfood,25,14,692,Online,Mrs.,Midnight,5.0,0.0,1.0,1.0,0.0
6/27/2022,Vadapav,Fastfood,20,2,71,Online,Mr.,Night,5.0,0.0,1.0,0.0,1.0
5/16/2022,Sugarcane juice,Fastfood,60,13,259,Cash,Mr.,Morning,1.0,0.0,0.0,0.0,4.0
12/24/2022,Vadapav,Beverages,40,12,310,Online,Mr.,Night,5.0,1.0,1.0,0.0,1.0
4/25/2022,Aalopuri,Fastfood,20,14,287,Cash,Mr.,Midnight,3.0,0.0,0.0,0.0,0.0
11/16/2022,Sandwich,Fastfood,60,9,384,Online,Mrs.,Night,6.0,0.0,1.0,1.0,1.0
11/28/2022,Cold coffee,Beverages,40,10,404,Online,Mr.,Afternoon,0.0,1.0,1.0,0.0,2.0
05-07-2022,Cold coffee,Beverages,40,4,383,Cash,Mrs.,Morning,0.0,1.0,0.0,1.0,4.0
11/16/2022,Cold coffee,Beverages,40,12,364,Cash,Mr.,Afternoon,0.0,1.0,0.0,0.0,2.0
12/29/2022,Sandwich,Beverages,25,9,373,Online,Mr.,Midnight,6.0,1.0,1.0,0.0,0.0
11-09-2022,Vadapav,Fastfood,60,14,342,Cash,Mr.,Morning,5.0,0.0,0.0,0.0,4.0
10/29/2022,Sandwich,Fastfood,25,9,392,Online,Mr.,Afternoon,6.0,0.0,1.0,0.0,2.0
12/23/2022,Frankie,Fastfood,20,1,28,Online,Mrs.,Midnight,4.0,0.0,1.0,1.0,0.0
1/21/2023,Sugarcane juice,Fastfood,20,1,45,Cash,Mrs.,Morning,1.0,0.0,0.0,1.0,4.0
12-02-2022,Frankie,Beverages,20,5,42,Online,Mrs.,Morning,4.0,1.0,1.0,1.0,4.0
2/15/2023,Vadapav,Fastfood,20,6,254,Online,Mr.,Night,5.0,0.0,1.0,0.0,1.0
12/22/2022,Vadapav,Fastfood,20,9,332,Online,Mrs.,Evening,5.0,0.0,1.0,1.0,3.0
08-10-2022,Cold coffee,Beverages,40,13,361,Online,Mrs.,Night,0.0,1.0,1.0,1.0,1.0
5/26/2022,Sugarcane juice,Fastfood,20,9,251,Cash,Mrs.,Afternoon,1.0,0.0,0.0,1.0,2.0
1/25/2023,Sugarcane juice,Beverages,25,12,214,Cash,Mrs.,Evening,1.0,1.0,0.0,1.0,3.0
4/30/2022,Aalopuri,Fastfood,20,9,58,Cash,Mr.,Morning,3.0,0.0,0.0,0.0,4.0
05-03-2022,Cold coffee,Beverages,40,7,549,Cash,Mrs.,Night,0.0,1.0,0.0,1.0,1.0
6/25/2022,Aalopuri,Fastfood,20,7,81,Online,Mrs.,Evening,3.0,0.0,1.0,1.0,3.0
5/23/2022,Panipuri,Fastfood,20,14,436,Online,Mr.,Night,2.0,0.0,1.0,0.0,1.0
12-10-2022,Cold coffee,Beverages,40,13,497,Cash,Mr.,Midnight,0.0,1.0,0.0,0.0,0.0
7/29/2022,Sugarcane juice,Fastfood,50,11,468,Cash,Mrs.,Evening,1.0,0.0,0.0,1.0,3.0
2/17/2023,Vadapav,Fastfood,20,13,392,Cash,Mr.,Midnight,5.0,0.0,0.0,0.0,0.0
10-08-2022,Sugarcane juice,Beverages,25,10,446,Cash,Mrs.,Midnight,1.0,1.0,0.0,1.0,0.0
1/14/2023,Cold coffee,Beverages,60,2,82,Cash,Mr.,Night,0.0,1.0,0.0,0.0,1.0
11-11-2022,Panipuri,Fastfood,20,5,112,Online,Mrs.,Afternoon,2.0,0.0,1.0,1.0,2.0
05-05-2022,Panipuri,Fastfood,20,12,177,Online,Mrs.,Afternoon,2.0,0.0,1.0,1.0,2.0
11/24/2022,Vadapav,Beverages,20,11,205,Online,Mrs.,Midnight,5.0,1.0,1.0,1.0,0.0
7/19/2022,Sugarcane juice,Fastfood,20,3,97,Cash,Mr.,Afternoon,1.0,0.0,0.0,0.0,2.0
05-08-2022,Aalopuri,Fastfood,20,9,108,Online,Mrs.,Evening,3.0,0.0,1.0,1.0,3.0
1/28/2023,Panipuri,Beverages,50,12,500,Cash,Mrs.,Evening,2.0,1.0,0.0,1.0,3.0
09-05-2022,Sandwich,Fastfood,60,3,95,Cash,Mr.,Morning,6.0,0.0,0.0,0.0,4.0
10/13/2022,Frankie,Fastfood,50,7,350,Online,Mrs.,Evening,4.0,0.0,1.0,1.0,3.0
11/30/2022,Sandwich,Fastfood,20,7,435,Online,Mr.,Night,6.0,0.0,1.0,0.0,1.0
01-05-2023,Sugarcane juice,Beverages,20,3,29,Online,Mr.,Night,1.0,1.0,1.0,0.0,1.0
3/27/2023,Sugarcane juice,Fastfood,20,8,218,Cash,Mr.,Morning,1.0,0.0,0.0,0.0,4.0
02-05-2023,Aalopuri,Fastfood,20,7,108,Cash,Mrs.,Afternoon,3.0,0.0,0.0,1.0,2.0
01-05-2023,Cold coffee,Fastfood,40,10,570,Online,Mrs.,Midnight,0.0,0.0,1.0,1.0,0.0
3/15/2023,Cold coffee,Beverages,40,1,39,Online,Mr.,Afternoon,0.0,1.0,1.0,0.0,2.0
1/31/2023,Vadapav,Beverages,60,7,126,Cash,Mr.,Afternoon,5.0,1.0,0.0,0.0,2.0
4/19/2022,Panipuri,Fastfood,20,1,26,Cash,Mrs.,Night,2.0,0.0,0.0,1.0,1.0
08-02-2022,Panipuri,Beverages,50,2,78,Online,Mr.,Night,2.0,1.0,1.0,0.0,1.0
12/14/2022,Sugarcane juice,Fastfood,25,14,468,Cash,Mrs.,Morning,1.0,0.0,0.0,1.0,4.0
1/13/2023,Cold coffee,Fastfood,60,3,183,Cash,Mr.,Afternoon,0.0,0.0,0.0,0.0,2.0
5/28/2022,Vadapav,Fastfood,20,9,68,Online,Mr.,Morning,5.0,0.0,1.0,0.0,4.0
01-10-2023,Panipuri,Fastfood,20,7,140,Online,Mrs.,Afternoon,2.0,0.0,1.0,1.0,2.0
02-03-2023,Cold coffee,Beverages,60,10,467,Online,Mrs.,Midnight,0.0,1.0,1.0,1.0,0.0
08-02-2022,Vadapav,Fastfood,20,11,103,Cash,Mr.,Midnight,5.0,0.0,0.0,0.0,0.0
11-04-2022,Panipuri,Fastfood,25,11,466,Cash,Mr.,Midnight,2.0,0.0,0.0,0.0,0.0
2/28/2023,Aalopuri,Fastfood,20,11,309,Online,Mrs.,Morning,3.0,0.0,1.0,1.0,4.0
6/19/2022,Sugarcane juice,Beverages,20,5,91,Online,Mrs.,Midnight,1.0,1.0,1.0,1.0,0.0
04-09-2022,Sandwich,Fastfood,60,12,432,Cash,Mrs.,Night,6.0,0.0,0.0,1.0,1.0
01-01-2023,Frankie,Fastfood,20,11,300,Cash,Mrs.,Afternoon,4.0,0.0,0.0,1.0,2.0
09-05-2022,Panipuri,Fastfood,50,5,238,Online,Mrs.,Evening,2.0,0.0,1.0,1.0,3.0
10-10-2022,Panipuri,Fastfood,20,11,359,Online,Mr.,Midnight,2.0,0.0,1.0,0.0,0.0
11-05-2022,Cold coffee,Fastfood,25,11,453,Cash,Mrs.,Morning,0.0,0.0,0.0,1.0,4.0
6/22/2022,Aalopuri,Fastfood,20,15,607,Online,Mr.,Evening,3.0,0.0,1.0,0.0,3.0
3/23/2023,Frankie,Fastfood,25,9,427,Online,Mrs.,Midnight,4.0,0.0,1.0,1.0,0.0
10-09-2022,Aalopuri,Beverages,20,14,136,Cash,Mrs.,Evening,3.0,1.0,0.0,1.0,3.0
04-04-2022,Panipuri,Fastfood,20,12,294,Cash,Mrs.,Night,2.0,0.0,0.0,1.0,1.0
3/25/2023,Sugarcane juice,Beverages,20,8,146,Online,Mr.,Afternoon,1.0,1.0,1.0,0.0,2.0
